realDonaldTrump_tweet,realDonaldTrump_date,JustinTrudeau_tweet,JustinTrudeau_date
".....considered to be the worst and most dangerous, addictive and deadly substance of them all. Last year over 77,000 people died from Fentanyl. If China cracks down on this “horror drug,” using the Death Penalty for distributors and pushers, the results will be incredible!",2018-12-05,"Le Canada et le Portugal sont des partenaires et de proches amis. Aujourd’hui, @antoniocostapm et moi avons parlé du renforcement de notre relation historique et de moyens d’accroître notre coopération au profit des Canadiens et des Portugais : http://bit.ly/2rlqUG6",2018-05-03
One of the very exciting things to come out of my meeting with President Xi of China is his promise to me to criminalize the sale of deadly Fentanyl coming into the United States. It will now be considered a “controlled substance.” This could be a game changer on what is.......,2018-12-05,"Bem-vindo ao Canadá, Senhor Primeiro-Ministro ",2018-05-03
"Very strong signals being sent by China once they returned home from their long trip, including stops, from Argentina. Not to sound naive or anything, but I believe President Xi meant every word of what he said at our long and hopefully historic meeting. ALL subjects discussed!",2018-12-05,"A free press builds stronger & healthier societies. Today, on #WorldPressFreedomDay, we celebrate the important work journalists do to promote &amp; protect democracy – and also remember those who have lost their lives in the pursuit of the truth. https://pm.gc.ca/eng/news/2018/05/03/statement-prime-minister-world-press-freedom-day",2018-05-03
.....China had agreed to start “immediately” buying U.S. products.” @business,2018-12-05,"La liberté de la presse rend la société plus forte, en meilleure santé. En cette Journée de la #LibertéDeLaPresse, célébrons les journalistes qui protègent notre démocratie et souvenons-nous de ceux qui ont perdu la vie dans leur quête de la vérité.",2018-05-03
"“China officially echoed President Donald Trump’s optimism over bilateral trade talks. Chinese officials have begun preparing to restart imports of U.S. Soybeans & Liquified Natural Gas, the first sign confirming the claims of President Donald Trump and the White House that......",2018-12-05,"We’re working in partnership with First Nations to improve healthcare and education in communities, lift drinking water advisories, and protect Indigenous languages – there’s more work to do, but I’m confident we can do it together. #AFNSCA",2018-05-03
.....China does not want Tariffs!,2018-12-05,"Nous travaillons en partenariat avec les Premières Nations pour améliorer les soins et l’éducation dans les communautés, lever les avis concernant l’eau potable et protéger les langues autochtones – il reste du travail à faire, mais je suis sûr qu’on peut y arriver ensemble.",2018-05-03
"We are either going to have a REAL DEAL with China, or no deal at all - at which point we will be charging major Tariffs against Chinese product being shipped into the United States. Ultimately, I believe, we will be making a deal - either now or into the future....",2018-12-05,"This year’s recipients of the #PMAwards for Teaching Excellence give the very best of themselves &amp; change lives every day. Today, we celebrate their remarkable work &amp; thank them for all they do to shape young minds. See the list of this year’s winners: http://bit.ly/2Kv487P",2018-05-02
....in the world. I want clean air and clean water and have been making great strides in improving America’s environment. But American taxpayers – and American workers – shouldn’t pay to clean up others countries’ pollution.,2018-12-04,"Les lauréats des Prix du PM pour l'excellence dans l'enseignement se donnent à fond et changent des vies tous les jours. Aujourd'hui, nous soulignons leur travail remarquable et les remercions de former nos jeunes. Liste des lauréats de cette année : http://bit.ly/2IfwRim",2018-05-02
I am glad that my friend @EmmanuelMacron and the protestors in Paris have agreed with the conclusion I reached two years ago. The Paris Agreement is fatally flawed because it raises the price of energy for responsible countries while whitewashing some of the worst polluters....,2018-12-04,"Today, members of Parliament are mourning the loss of one of our own. MP Gord Brown was a good friend to everyone, on all sides of the aisle, and will be greatly missed. Sending my deepest condolences to his family, friends, and colleagues:",2018-05-02
"Could somebody please explain to the Democrats (we need their votes) that our Country losses 250 Billion Dollars a year on illegal immigration, not including the terrible drug flow. Top Border Security, including a Wall, is $25 Billion. Pays for itself in two months. Get it done!",2018-12-04,"Aujourd'hui, les députés pleurent le décès de l'un des nôtres. Le député Gord Brown était l'ami de tous, des deux côtés de l'allée, et il nous manquera énormément. J'offre mes plus sincères condoléances à sa famille, à ses amis et à ses collègues :",2018-05-02
".....But if a fair deal is able to be made with China, one that does all of the many things we know must be finally done, I will happily sign. Let the negotiations begin. MAKE AMERICA GREAT AGAIN!",2018-12-04,"This afternoon, I joined members from the Federally Regulated Employers – Transportation and Communication to talk about how business, labour, and government can work together to support workers, create productive workplaces, and grow businesses across Canada.",2018-05-02
"....I am a Tariff Man. When people or countries come in to raid the great wealth of our Nation, I want them to pay for the privilege of doing so. It will always be the best way to max out our economic power. We are right now taking in $billions in Tariffs. MAKE AMERICA RICH AGAIN",2018-12-04,"Discussion cet après-midi avec des membres des Employeurs des transports et communications de régie fédérale sur la collaboration entreprises-syndicats-gouvernement pour appuyer les travailleurs, créer des milieux de travail productifs et développer les entreprises au Canada.",2018-05-02
"......on seeing whether or not a REAL deal with China is actually possible. If it is, we will get it done. China is supposed to start buying Agricultural product and more immediately. President Xi and I want this deal to happen, and it probably will. But if not remember,......",2018-12-04,You think they deliver to Ottawa Terry? Great way to celebrate @_danslarue and @restolabanquise’s 50th anniversary – here’s to another 50…,2018-05-01
"The negotiations with China have already started. Unless extended, they will end 90 days from the date of our wonderful and very warm dinner with President Xi in Argentina. Bob Lighthizer will be working closely with Steve Mnuchin, Larry Kudlow, Wilbur Ross and Peter Navarro.....",2018-12-04,"Pensez-vous qu’ils livrent jusqu’à Ottawa, Terry? Excellente façon de célébrer le 50e anniversaire de @_danslarue et de @restolabanquise – à 50 autres bonnes années!",2018-05-01
Looking forward to being with the wonderful Bush family at Blair House today. The former First Lady will be coming over to the White House this morning to be given a tour of the Christmas decorations by Melania. The elegance & precision of the last two days have been remarkable!,2018-12-04,"Geeking out with Minister @KirstyDuncanMP, Canada’s top researchers &amp; scientists, and hearing what they’re working on – a great way to start to the day. Congratulations to @NSERC_CRSNG’s 2018 top researchers!",2018-05-01
#Remembering41,2018-12-04,Excellent début de journée avec la ministre @KirstyDuncanMP et les plus grands chercheurs et scientifiques du Canada qui nous parlent de leurs travaux . Félicitations aux meilleurs chercheurs du @CRSNG_NSERC de 2018!,2018-05-01
Congratulations to newly inaugurated Mexican President @lopezobrador_. He had a tremendous political victory with the great support of the Mexican People. We will work well together for many years to come!,2018-12-03,To everyone in New Brunswick & Quebec affected by flooding – please stay safe and follow the advice of local officials. My thanks to the crews & first responders working hard out there in tough conditions.,2018-04-30
Looking forward to being with the Bush Family to pay my respects to President George H.W. Bush.,2018-12-03,"Si vous êtes touchés par les inondations au Nouveau-Brunswick et au Québec, nous vous prions d’être prudents et de suivre les conseils des autorités locales. Merci aux équipes et aux premiers intervenants qui travaillent fort sur les lieux dans des conditions difficiles.",2018-04-30
"Bob Mueller (who is a much different man than people think) and his out of control band of Angry Democrats, don’t want the truth, they only want lies. The truth is very bad for their mission!",2018-12-03,"Roundtable with Canadian business leaders in Vancouver, focused on how we can keep working together to grow the economy, create jobs for the future and make sure innovative companies can attract & retain top talent in tech.",2018-04-30
"“I will never testify against Trump.” This statement was recently made by Roger Stone, essentially stating that he will not be forced by a rogue and out of control prosecutor to make up lies and stories about “President Trump.” Nice to know that some people still have “guts!”",2018-12-03,"Table ronde avec des dirigeants d’entreprise canadiens à Vancouver sur la façon de continuer ensemble à stimuler notre économie, à créer des emplois pour l’avenir et à veiller à ce que les entreprises innovatrices puissent attirer et garder les meilleurs talents en technologie.",2018-04-30
"....his wife and father-in-law (who has the money?) off Scott Free. He lied for this outcome and should, in my opinion, serve a full and complete sentence.",2018-12-03,"Great news from Vancouver this morning - @amazon is investing in Canadian talent. That means 3,000 new jobs for Canadians. Get the details: http://bit.ly/2raZDWV",2018-04-30
"“Michael Cohen asks judge for no Prison Time.” You mean he can do all of the TERRIBLE, unrelated to Trump, things having to do with fraud, big loans, Taxis, etc., and not serve a long prison term? He makes up stories to get a GREAT & ALREADY reduced deal for himself, and get.....",2018-12-03,Excellente nouvelle de Vancouver ce matin : @amazon investit dans le talent canadien. Cela signifie 3 000 nouveaux emplois pour les Canadiens. Détails : http://bit.ly/2JHsfyX,2018-04-30
"We would save Billions of Dollars if the Democrats would give us the votes to build the Wall. Either way, people will NOT be allowed into our Country illegally! We will close the entire Southern Border if necessary. Also, STOP THE DRUGS!",2018-12-03,"They’re always there for us when we need them the most - and on Monday they rose to the occasion again. Thank you to @TorontoPolice, @Toronto_Fire, and Toronto EMS for all that you do to keep us safe.",2018-04-30
"I am certain that, at some time in the future, President Xi and I, together with President Putin of Russia, will start talking about a meaningful halt to what has become a major and uncontrollable Arms Race. The U.S. spent 716 Billion Dollars this year. Crazy!",2018-12-03,"Tonight, Toronto - and all of Canada - remembers and mourns together. #TorontoStrong",2018-04-30
"President Xi and I have a very strong and personal relationship. He and I are the only two people that can bring about massive and very positive change, on trade and far beyond, between our two great Nations. A solution for North Korea is a great thing for China and ALL!",2018-12-03,"Ils sont toujours là pour nous quand nous avons le plus besoin d'eux et, ce lundi, il se sont une fois de plus montrés à la hauteur. Merci à @TorontoPolice, à @Toronto_Fire et aux SMU de Toronto de tout ce que vous faites pour assurer notre sécurité.",2018-04-30
"Farmers will be a a very BIG and FAST beneficiary of our deal with China. They intend to start purchasing agricultural product immediately. We make the finest and cleanest product in the World, and that is what China wants. Farmers, I LOVE YOU!",2018-12-03,"Ce soir, la ville de Toronto et le Canada en entier se souviennent et pleurent ensemble. #TorontoStrong",2018-04-30
"My meeting in Argentina with President Xi of China was an extraordinary one. Relations with China have taken a BIG leap forward! Very good things will happen. We are dealing from great strength, but China likewise has much to gain if and when a deal is completed. Level the field!",2018-12-03,"We all have a role to play in making sure workplaces are safe and free from violence and harassment. Today, we remember those killed or injured on the job and reflect on how we can make sure workplaces are productive for everyone. #DayofMourning",2018-04-28
China has agreed to reduce and remove tariffs on cars coming into China from the U.S. Currently the tariff is 40%.,2018-12-03,"Un lieu de travail sûr et exempt de violence et de harcèlement : il faut tous y contribuer. Aujourd’hui, nous nous souvenons des personnes blessées ou tuées au travail et visons à bâtir des milieux de travail productifs pour tous. #JourDeDeuil",2018-04-28
"This week, Jews around the world will celebrate the miracles of Hanukkah. @FLOTUS Melania and I send our very best wishes for a blessed and Happy Hanukkah! https://www.whitehouse.gov/briefings-statements/presidential-message-hanukkah/",2018-12-02,"She made me do it - but starting tonight, no matter who you cheer for, let’s all get behind the @NHLJets! #GoJetsGo #BringStanleyHome https://twitter.com/cindylamoureux/status/989907391943725057",2018-04-27
"....However, out of respect for the Bush Family and former President George H.W. Bush we will wait until after the funeral to have a press conference.",2018-12-01,"Elle m’a poussé à le faire! Mais, à compter de ce soir, peu importe qui est votre équipe préférée, encourageons les @NHLJets! Allez les Jets! Ramenez-nous la Coupe Stanley! https://twitter.com/cindylamoureux/status/989907391943725057",2018-04-27
I was very much looking forward to having a press conference just prior to leaving Argentina because we have had such great success in our dealing with various countries and their leaders at the G20....,2018-12-01,Entrepreneurs across Canada need to turn their ideas into products & services to grow their businesses. Find out how our new IP Strategy will make sure they get the full benefit of their creations so they can continue to thrive & create more jobs: http://bit.ly/2r4zXve,2018-04-27
"President George H.W. Bush led a long, successful and beautiful life. Whenever I was with him I saw his absolute joy for life and true pride in his family. His accomplishments were great from beginning to end. He was a truly wonderful man and will be missed by all!",2018-12-01,"Pour se développer, les entreprises canadiennes doivent traduire leurs idées en produits et services. Grâce à notre Stratégie de PI, elles profiteront pleinement de leurs créations et continueront de prospérer et de créer des emplois. Voyez comment : http://bit.ly/2HwxyEz",2018-04-27
Statement from President Donald J. Trump and First Lady Melania Trump on the Passing of Former President George H.W. Bush,2018-12-01,I’ll be in the US May 16-18 to work with leaders in innovation at MIT and speak to graduates at NYU. Get the details: https://pm.gc.ca/eng/news/2018/04/27/prime-minister-travel-united-states,2018-04-27
"Great day at the #G20Summit in Buenos Aires, Argentina. Thank you!",2018-12-01,Je serai en visite aux États-Unis du 16 au 18 mai pour travailler avec des chefs de file de l’innovation au MIT et m’adresser à des diplômés de l’Université de New York. Tous les détails :,2018-04-27
Great reviews on the USMCA - sooo much better than NAFTA!,2018-11-30,Canada is fully behind the North American bid for the 2026 FIFA World Cup – and we’re ready to welcome the world for an amazing tournament. Great to be partnered with @EPN and @RealDonaldTrump for this one.,2018-04-27
To the Great people of Alaska. You have been hit hard by a “big one.” Please follow the directions of the highly trained professionals who are there to help you. Your Federal Government will spare no expense. God Bless you ALL!,2018-11-30,"Le Canada appuie entièrement la candidature nord-américaine pour la Coupe du monde de la FIFA 2026, et nous sommes prêts à accueillir le monde à l’occasion de ce tournoi extraordinaire. Ravi de cette collaboration avec @EPN et @RealDonaldTrump.",2018-04-27
"Just signed one of the most important, and largest, Trade Deals in U.S. and World History. The United States, Mexico and Canada worked so well together in crafting this great document. The terrible NAFTA will soon be gone. The USMCA will be fantastic for all!",2018-11-30,Their ideas are bold & ambitious – exactly what we need to achieve true gender equality. My thanks to the #G7 Gender Equality Advisory Council for the candid conversations today on how we can build economies that benefit everyone around the world. http://bit.ly/2HVYzAO,2018-04-26
#USMCA ,2018-11-30,Leurs idées ambitieuses sont la clé d’une véritable égalité entre les sexes. Merci au Conseil consultatif sur l’égalité des sexes du #G7 pour leurs franches discussions aujourd’hui sur la façon de bâtir des économies qui profitent à tout le monde. http://bit.ly/2HsDWMV,2018-04-26
"....Lightly looked at doing a building somewhere in Russia. Put up zero money, zero guarantees and didn’t do the project. Witch Hunt!",2018-11-30,"We will always stand up for our steel and aluminum workers and industries, and do what’s needed to protect them from unfair trade. That’s why we’re strengthening trade enforcement – find out how here:",2018-04-26
"Oh, I get it! I am a very good developer, happily living my life, when I see our Country going in the wrong direction (to put it mildly). Against all odds, I decide to run for President & continue to run my business-very legal & very cool, talked about it on the campaign trail...",2018-11-30,Nous allons toujours défendre nos travailleurs et nos industries de l'acier et de l'aluminium et les protéger contre les pratiques commerciales inéquitables. C'est pourquoi nous améliorons l'application de nos lois commerciales. Plus de détails :,2018-04-26
Arrived in Argentina with a very busy two days planned. Important meetings scheduled throughout. Our great Country is extremely well represented. Will be very productive!,2018-11-30,It’s not too late to support the @cancersociety’s #DaffodilMonth! #JoinTheFight now to help Canadians living with cancer – find out how at:,2018-04-26
Alan Dershowitz: “These are not crimes. He (Mueller) has no authority to be a roving Commissioner. I don’t see any evidence of crimes.” This is an illegal Hoax that should be ended immediately. Mueller refuses to look at the real crimes on the other side. Where is the IG REPORT?,2018-11-30,"Il n’est pas trop tard pour appuyer le #MoisDeLaJonquille de la @SCC_Quebec! #JoignezVousAuCombat dès maintenant pour aider les Canadiens qui vivent avec le cancer. Pour savoir plus, consultez le site :",2018-04-26
"“This demonstrates the Robert Mueller and his partisans have no evidence, not a whiff of collusion, between Trump and the Russians. Russian project legal. Trump Tower meeting (son Don), perfectly legal. He wasn’t involved with hacking.” Gregg Jarrett. A total Witch Hunt!",2018-11-30,"Building it, growing it, making it work better - great to see innovation in action at @Bayview_Yards in Ottawa. My thanks for the welcome as we work together to find new ways to help Canadian businesses thrive.",2018-04-25
Just landed in Argentina with @FLOTUS Melania! #G20Summit,2018-11-30,"Création, croissance, amélioration : c’est génial de voir l’innovation en action dans les @Bayview_Yards à Ottawa. Merci de l’accueil. Travaillons ensemble pour trouver de nouveaux moyens d’aider les entreprises canadiennes à prospérer.",2018-04-25
"As RNC Chair Ronna McDaniel oversaw history defying gains in the Senate and unprecedented fundraising strength. I have asked her to serve another term for my 2020 re-elect, because there is no one better for the job!",2018-11-30,"Bold, feminist leadership from grassroots organizations around the world is challenging the status quo – at #W7Canada today, we talked about how we’ll use our G7 Presidency to build on their work and make sure we empower more women &amp; create economic growth that benefits everyone.",2018-04-25
We have been working hard on this - and it’s only going to get better!,2018-11-29,"Des dirigeantes audacieuses d'organisations communautaires partout dans le monde remettent en question le statu quo. Au programme du #W7 aujourd'hui : poursuivre leurs travaux, autonomiser plus de femmes et stimuler la croissance au profit de tous grâce à notre présidence du G7.",2018-04-25
"With all of the new books coming out you can't forget two of the great originals written by @GreggJarrett and @JudgeJeanine Pirro. Their books both went to #1. Go get them now, the phony Witch Hunt is well explained!",2018-11-29,Wishing @NDiIorioMP all the best as he leaves politics – thanks for your hard work these past years on behalf of the people of Saint-Léonard—Saint Michel.,2018-04-25
".@DBongino’s new book, ""Spygate: The Attempted Sabotage of Donald J. Trump,"" is terrific. He's tough, he's smart, and he really gets it. His book is on sale now, I highly recommend!",2018-11-29,"Je souhaite que le meilleur à @NDiIorioMP, qui quitte la vie politique. Au nom des gens de Saint-Léonard—Saint-Michel, merci pour tout ton travail des dernières années.",2018-04-25
....They have really done a great job in capturing my long-held views and ideas. This book is on sale now - a terrific read of a really interesting subject!,2018-11-29,Congratulations Simone! We’re lucky to have you on the @CJPMYC team – and I can’t wait to see what you do next.,2018-04-25
".@StephenMoore and Arthur Laffer, two very talented men, have just completed an incredible book on my Economic Policies or, as they call it, #TRUMPONOMICS....",2018-11-29,Félicitations Simone! On est chanceux de te compter dans l’équipe du @CJPMYC – j’ai hâte de voir quels seront tes projets futurs!,2018-04-25
".@SteveScalise has written an absolutely fascinating book (BACK IN THE GAME) on the world of D.C. politics, and more. He has experienced so much, in a short period of time. Few people have had his bravery or courage, and he has come all the way back. A big power and great person!",2018-11-29,"Happy birthday to the wonderful wife and mom, whom I’m so lucky to call my best friend. Here’s to another year of adventures together. xo",2018-04-24
....in Argentina with President Vladimir Putin. I look forward to a meaningful Summit again as soon as this situation is resolved!,2018-11-29,"Joyeux anniversaire à une épouse et une mère merveilleuse, que j’ai aussi la chance d’appeler ma meilleure amie. À une autre année d’aventures ensemble. xo",2018-04-24
"Based on the fact that the ships and sailors have not been returned to Ukraine from Russia, I have decided it would be best for all parties concerned to cancel my previously scheduled meeting....",2018-11-29,"Canada & Portugal enjoy a strong and historic bond, and next week I look forward to welcoming @antoniocostapm to Canada to strengthen this bond and increase trade between our two countries.",2018-04-24
"Billions of Dollars are pouring into the coffers of the U.S.A. because of the Tariffs being charged to China, and there is a long way to go. If companies don’t want to pay Tariffs, build in the U.S.A. Otherwise, lets just make our Country richer than ever before!",2018-11-29,"Le Canada et le Portugal entretiennent des liens solides et historiques, et j’ai hâte d’accueillir @antoniocostapm au Canada la semaine prochaine pour resserrer ces liens et accroître le commerce entre nos deux pays. https://pm.gc.ca/fra/nouvelles/2018/04/24/premier-ministre-du-portugal-effectuera-visite-au-canada",2018-04-24
"When will this illegal Joseph McCarthy style Witch Hunt, one that has shattered so many innocent lives, ever end-or will it just go on forever? After wasting more than $40,000,000 (is that possible?), it has proven only one thing-there was NO Collusion with Russia. So Ridiculous!",2018-11-29,"In the face of tragedy, we pull together, support each other, and thank the extraordinary first responders who keep us safe. #TorontoStrong",2018-04-24
"Did you ever see an investigation more in search of a crime? At the same time Mueller and the Angry Democrats aren’t even looking at the atrocious, and perhaps subversive, crimes that were committed by Crooked Hillary Clinton and the Democrats. A total disgrace!",2018-11-29,"Face à la tragédie, nous nous entraidons et nous remercions les premiers répondants extraordinaires qui assurent notre sécurité. #TorontoStrong",2018-04-24
"General Motors is very counter to what other auto, and other, companies are doing. Big Steel is opening and renovating plants all over the country. Auto companies are pouring into the U.S., including BMW, which just announced a major new plant. The U.S.A. is booming!",2018-11-29,"The @TorontoPolice and first responders faced danger without hesitation today, and I want to thank them for their courage and professionalism. We’ll continue working with our law enforcement partners as the investigation continues.",2018-04-24
So much happening with the now discredited Witch Hunt. This total Hoax will be studied for years!,2018-11-29,"Tonight, the hearts & thoughts of an entire country are with the families and friends of those killed in Toronto today. We also wish all those injured a fast and full recovery. Full statement:",2018-04-24
"Sebastian Gorka, a very talented man who I got to know well while he was working at the White House, has just written an excellent book, “Why We Fight.” Much will be learned from this very good read!",2018-11-29,La @TorontoPolice et les premiers intervenants ont affronté le danger sans hésitation aujourd’hui. Je tiens à les remercier de leur courage et de leur professionnalisme. Nous continuerons de collaborer avec nos partenaires d’application de la loi à mesure que l’enquête progresse.,2018-04-24
"On behalf of @FLOTUS Melania and the entire Trump family, I want to wish you all a very MERRY CHRISTMAS! May this Christmas Season bring peace to your hearts, warmth to your homes, cheer to your spirits and JOY TO THE WORLD! #NCTL2018 ",2018-11-28,"Ce soir, les pensées de la population canadienne accompagnent les familles et les amis des personnes tuées à Toronto aujourd’hui. Nous souhaitons à toutes les personnes blessées un rétablissement prompt et complet. Déclaration complète :",2018-04-24
"Steel Dynamics announced that it will build a brand new 3 million ton steel mill in the Southwest that will create 600 good-paying U.S. JOBS. Steel JOBS are coming back to America, just like I predicted. Congratulations to Steel Dynamics!",2018-11-28,Our thoughts are with all those affected by the terrible incident at Yonge and Finch in Toronto. Thank you to the first responders working at the scene – we're monitoring the situation closely.,2018-04-23
".....and G.M. would not be closing their plants in Ohio, Michigan & Maryland. Get smart Congress. Also, the countries that send us cars have taken advantage of the U.S. for decades. The President has great power on this issue - Because of the G.M. event, it is being studied now!",2018-11-28,Nos pensées accompagnent tous ceux et celles touchés par le terrible incident qui est survenu à l’intersection Yonge et Finch à Toronto. Merci aux premiers intervenants qui travaillent sur les lieux. Nous suivons la situation de près.,2018-04-23
"The reason that the small truck business in the U.S. is such a go to favorite is that, for many years, Tariffs of 25% have been put on small trucks coming into our country. It is called the “chicken tax.” If we did that with cars coming in, many more cars would be built here.....",2018-11-28,"Canada welcomes a baby boy to the Royal Family! Sophie & I send our congratulations to William and Kate, the Duke and Duchess of Cambridge, and to George and Charlotte on the new arrival.",2018-04-23
"While the disgusting Fake News is doing everything within their power not to report it that way, at least 3 major players are intimating that the Angry Mueller Gang of Dems is viciously telling witnesses to lie about facts & they will get relief. This is our Joseph McCarthy Era!",2018-11-28,"Le Canada salue l’arrivée d’un petit garçon dans la famille royale! Sophie et moi tenons à féliciter William et Kate, duc et duchesse de Cambridge, ainsi que George et Charlotte, pour le nouveau venu.",2018-04-23
Congratulations to Senator Cindy Hyde-Smith on your big WIN in the Great State of Mississippi. We are all very proud of you!,2018-11-28,"Earth Day reminds us that it’s up to each and every one of us to do our part to leave a cleaner, healthier planet for our kids, and their kids.",2018-04-22
"Brenda Snipes, in charge of voting in Broward County, Florida, was just spotted wearing a beautiful dress with 300 I VOTED signs on it. Just kidding, she is a fine, very honorable and highly respected voting tactician!",2018-11-28,Le Jour de la Terre nous rappelle qu’il incombe à chacun d’entre nous de faire en sorte que nous laissions à nos enfants et petits-enfants un monde plus propre et plus sain.,2018-04-22
"The Mueller Witch Hunt is a total disgrace. They are looking at supposedly stolen Crooked Hillary Clinton Emails (even though they don’t want to look at the DNC Server), but have no interest in the Emails that Hillary DELETED & acid washed AFTER getting a Congressional Subpoena!",2018-11-28,"LIVE from the #Lib2018 convention in Halifax, talking about the hard work this team is doing and the results we’re getting for Canadians from coast to coast to coast:",2018-04-21
....for electric cars. General Motors made a big China bet years ago when they built plants there (and in Mexico) - don’t think that bet is going to pay off. I am here to protect America’s Workers!,2018-11-27,Nous sommes EN DIRECT du congrès #Lib2018 à Halifax pour parler des efforts que cette équipe est en train de déployer et des résultats que nous obtenons au nom des Canadiens d'un océan à l'autre :,2018-04-21
"Very disappointed with General Motors and their CEO, Mary Barra, for closing plants in Ohio, Michigan and Maryland. Nothing being closed in Mexico & China. The U.S. saved General Motors, and this is the THANKS we get! We are now looking at cutting all @GM subsidies, including....",2018-11-27,Sophie & I send our best wishes to Queen Elizabeth II as she celebrates her 92nd birthday today.,2018-04-21
Polls are open in Mississippi. We need Cindy Hyde-Smith in Washington. GO OUT AND VOTE. Thanks!,2018-11-27,Sophie et moi adressons nos meilleurs vœux à la reine Elizabeth II qui célèbre son 92e anniversaire aujourd’hui.,2018-04-21
"....terrible Gang of Angry Democrats. Look at their past, and look where they come from. The now $30,000,000 Witch Hunt continues and they’ve got nothing but ruined lives. Where is the Server? Let these terrible people go back to the Clinton Foundation and “Justice” Department!",2018-11-27,"Over the last few days, we’ve been focused on strengthening our ties with the UK, promoting progressive trade, addressing climate change, and protecting our oceans - read the wrap-up of our visit to the UK for #CHOGM2018:",2018-04-20
"....The Fake News Media builds Bob Mueller up as a Saint, when in actuality he is the exact opposite. He is doing TREMENDOUS damage to our Criminal Justice System, where he is only looking at one side and not the other. Heroes will come of this, and it won’t be Mueller and his...",2018-11-27,"Ces derniers jours, nous nous sommes employés à resserrer nos liens avec le R.-U., à promouvoir le commerce progressiste, à contrer les changements climatiques et à protéger nos océans. Lisez le résumé de notre visite au R.-U. pour la #CHOGM2018 :",2018-04-20
"The Phony Witch Hunt continues, but Mueller and his gang of Angry Dems are only looking at one side, not the other. Wait until it comes out how horribly & viciously they are treating people, ruining lives for them refusing to lie. Mueller is a conflicted prosecutor gone rogue....",2018-11-27,"Thank you, President Kenyatta, for the good discussion today. https://twitter.com/UKenyatta/status/986979685493104640",2018-04-19
"....starts today, election is on December 4th. @VoteBradRaff is tough on Crime and Borders, Loves our Military and Vets. He will be great for jobs!",2018-11-26,"Merci, Monsieur le Président Kenyatta, pour la bonne discussion que nous avons eue aujourd’hui. https://twitter.com/UKenyatta/status/986979685493104640",2018-04-19
Brad Raffensperger will be a fantastic Secretary of State for Georgia - will work closely with @BrianKempGA. It is really important that you get out and vote for Brad - early voting....,2018-11-26,Plenty of young Canadians make their mark living and working London. I spoke with young professionals about the opportunities and challenges they face while living and working abroad and what we as a government can do to make sure they’re successful.,2018-04-19
"....and false way. Something has to be done, including the possibility of the United States starting our own Worldwide Network to show the World the way we really are, GREAT!",2018-11-26,Bien des jeunes Canadiens vivent à Londres et s’y taillent une place sur le marché du travail. J’ai discuté avec de jeunes professionnels des occasions et des défis que cela comporte et de ce que le gouvernement peut faire pour les aider à réussir.,2018-04-19
"While CNN doesn’t do great in the United States based on ratings, outside of the U.S. they have very little competition. Throughout the world, CNN has a powerful voice portraying the United States in an unfair....",2018-11-26,"Canada will always be a voice and an ally for LGBTQ2 people. This morning in London, I met with members of @CWEquality to talk about how we can keep challenging the status quo so more people can live fully &amp; freely across the Commonwealth.",2018-04-19
"On the ten-year anniversary of the Mumbai terror attack, the U.S. stands with the people of India in their quest for justice. The attack killed 166 innocents, including six Americans. We will never let terrorists win, or even come close to winning!",2018-11-26,"Le Canada sera toujours le défenseur et l’allié des personnes LGBTQ2. Ce matin, à Londres, j’ai discuté avec des membres de @CWEquality des façons de contrer le statu quo pour qu’un plus grand nombre de gens puissent vivre pleinement, librement dans tous les pays du Commonwealth.",2018-04-19
"....hundreds of people closely involved with my campaign who never met, saw or spoke to a Russian during this period? So many campaign workers, people inside from the beginning, ask me why they have not been called (they want to be). There was NO Collusion & Mueller knows it!",2018-11-26,"A wonderful conversation with the Queen ahead of #CHOGM18 today. It’s always a privilege to discuss the state of the world, and benefit from her wisdom and insight.",2018-04-19
"When Mueller does his final report, will he be covering all of his conflicts of interest in a preamble, will he be recommending action on all of the crimes of many kinds from those “on the other side”(whatever happened to Podesta?), and will he be putting in statements from.....",2018-11-26,"Merveilleuse discussion avec la Reine avant le #CHOGM18 aujourd’hui. C’est toujours un privilège de discuter avec elle de l’état du monde, et de bénéficier de sa sagesse et de ses conseils.",2018-04-19
"Mexico should move the flag waving Migrants, many of whom are stone cold criminals, back to their countries. Do it by plane, do it by bus, do it anyway you want, but they are NOT coming into the U.S.A. We will close the Border permanently if need be. Congress, fund the WALL!",2018-11-26,Closer cooperation and growing trade between Canada & the UK will create jobs & opportunities for people in both our countries. Thanks to Prime Minister @theresa_may for the meeting today.,2018-04-18
"....children from parents, as did Bush etc., because that is the policy and law. I tried to keep them together but the problem is, when you do that, vast numbers of additional people storm the Border. So with Obama seperation is fine, but with Trump it’s not. Fake 60 Minutes!",2018-11-26,Une coopération plus étroite et des échanges accrus entre le Canada et le Royaume-Uni se traduiront par des emplois et des possibilités pour les résidents des deux pays. Merci à la première ministre @theresa_may pour la réunion d’aujourd’hui.,2018-04-18
".@60Minutes did a phony story about child separation when they know we had the exact same policy as the Obama Administration. In fact a picture of children in jails was used by other Fake Media to show how bad (cruel) we are, but it was in 2014 during O years. Obama separated....",2018-11-26,Wishing Israel a happy 70th Independence Day!,2018-04-18
